Execution,Algorithm,Workflow,Hosts,Best ENERGY,Mean ENERGY,Min ENERGY,Max ENERGY,Best MAKESPAN,Mean MAKESPAN,Min MAKESPAN,Max MAKESPAN
seismology-chameleon-500p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,4,87314.573441,88918.817907,87314.573441,91085.044388,84.170836,84.242527,84.170836,84.296215
seismology-chameleon-500p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,8,88829.916539,90598.659801,88829.916539,92781.567647,42.350725,42.433979,42.350725,42.568330
seismology-chameleon-500p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-500p-001,16,90477.201739,91375.784905,90477.201739,93541.892376,21.332653,21.603656,21.332653,21.795110
seismology-chameleon-700p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,2,111738.644563,113181.758359,111738.644563,114971.853995,210.761588,210.784535,210.761588,210.843749
seismology-chameleon-700p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,4,111917.250956,113972.681913,111917.250956,115142.830051,105.628255,105.697221,105.628255,105.784211
seismology-chameleon-700p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,8,112177.834613,114917.890875,112177.834613,115810.044838,53.074987,53.254575,53.074987,53.419462
seismology-chameleon-700p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-700p-001,16,112638.165294,115171.590274,112638.165294,116877.617066,26.833890,27.063663,26.833890,27.539456
seismology-chameleon-1000p-001-hosts-2-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,2,167791.968517,169573.394063,167791.968517,172996.618767,313.746235,313.770733,313.746235,313.814474
seismology-chameleon-1000p-001-hosts-4-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,4,168531.469057,170920.820477,168531.469057,172924.964383,157.183144,157.233338,157.183144,157.296661
seismology-chameleon-1000p-001-hosts-8-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,8,168697.774637,171808.423364,168697.774637,173501.514654,78.938027,79.111778,78.938027,79.507689
seismology-chameleon-1000p-001-hosts-16-multi-energy-mono,multi-energy-mono,seismology-chameleon-1000p-001,16,171232.695022,173837.979962,171232.695022,176326.393301,39.931658,40.104031,39.931658,40.267691
soykb-chameleon-10fastq-10ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,2,3190912.367014,3323949.394852,3190912.367014,3415367.147893,7105.682013,7115.473424,7105.682013,7129.174021
soykb-chameleon-10fastq-10ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,4,3665331.647434,3753316.499886,3665331.647434,3873811.072986,4862.124195,4875.907224,4862.124195,4888.198272
soykb-chameleon-10fastq-10ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,8,4362126.855035,4472490.567977,4362126.855035,4617991.020402,3789.436429,3804.335137,3789.436429,3828.511565
soykb-chameleon-10fastq-10ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-10ch-001,16,5874427.367012,6013370.996234,5874427.367012,6138081.844575,3259.477060,3269.856075,3259.477060,3292.879697
soykb-chameleon-10fastq-20ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,2,6815654.105197,6964774.926647,6815654.105197,7104762.394681,16198.924341,16208.079525,16198.924341,16226.300222
soykb-chameleon-10fastq-20ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,4,7886562.186972,8017398.513728,7886562.186972,8309444.634764,11822.890881,11862.370881,11822.890881,11888.232392
soykb-chameleon-10fastq-20ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,8,9983673.220932,10083369.236684,9983673.220932,10209275.438750,9705.590226,9742.906738,9705.590226,9829.236583
soykb-chameleon-10fastq-20ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-10fastq-20ch-001,16,13795567.215687,14242751.324048,13795567.215687,14404646.806149,8654.362346,8671.945070,8654.362346,8705.386176
soykb-chameleon-30fastq-10ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,2,9885295.245818,10148770.998524,9885295.245818,10347996.130873,21382.443907,21405.413989,21382.443907,21424.797687
soykb-chameleon-30fastq-10ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,4,10779850.205134,10990166.212464,10779850.205134,11123744.625277,14076.159663,14114.620467,14076.159663,14195.431665
soykb-chameleon-30fastq-10ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,8,12870753.956831,13014266.434964,12870753.956831,13154437.201932,10475.740843,10511.354982,10475.740843,10538.267186
soykb-chameleon-30fastq-10ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-30fastq-10ch-001,16,16632043.334651,16774285.686155,16632043.334651,16857232.033126,8684.721537,8723.440930,8684.721537,8749.998746
soykb-chameleon-40fastq-20ch-001-hosts-2-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,2,26398761.189087,26617257.726956,26398761.189087,26929078.504529,63809.527757,63841.889596,63809.527757,63881.502397
soykb-chameleon-40fastq-20ch-001-hosts-4-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,4,30660286.636526,30968387.348437,30660286.636526,31288247.091924,48082.867792,48142.360978,48082.867792,48209.638061
soykb-chameleon-40fastq-20ch-001-hosts-8-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,8,39202545.618403,39697532.006727,39202545.618403,40111125.253631,40038.630447,40106.655594,40038.630447,40164.808103
soykb-chameleon-40fastq-20ch-001-hosts-16-multi-energy-mono,multi-energy-mono,soykb-chameleon-40fastq-20ch-001,16,56807293.392221,57249248.642852,56807293.392221,57585478.484164,36092.778387,36121.985140,36092.778387,36141.500704
srasearch-chameleon-10a-005-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,2,1246538.227179,1415191.902904,1246538.227179,1555210.991534,3554.437818,3569.897078,3554.437818,3577.014784
srasearch-chameleon-10a-005-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,4,1374366.991101,1477793.313576,1374366.991101,1572549.369616,1799.251762,1807.384934,1799.251762,1809.312805
srasearch-chameleon-10a-005-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,8,1491772.575971,1548140.239058,1491772.575971,1680209.129587,1044.886715,1102.551911,1044.886715,1131.065664
srasearch-chameleon-10a-005-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-10a-005,16,1823995.053755,1941732.839535,1823995.053755,2054144.957884,861.235335,891.717310,861.235335,1001.311345
srasearch-chameleon-20a-003-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,2,7245418.625791,7895650.299465,7245418.625791,8664199.899830,18634.847695,18652.915705,18634.847695,18678.748791
srasearch-chameleon-20a-003-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,4,7132327.595422,7795237.225720,7132327.595422,8319560.604782,9333.161152,9442.135742,9333.161152,9543.195892
srasearch-chameleon-20a-003-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,8,7122600.163408,7819371.267134,7122600.163408,8185520.327791,5240.181163,5331.998537,5240.181163,5439.409641
srasearch-chameleon-20a-003-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-20a-003,16,8958133.982293,9644238.581290,8958133.982293,10386330.844331,3962.516410,3989.470359,3962.516410,4016.455776
srasearch-chameleon-40a-003-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,2,9957253.111274,10396556.952270,9957253.111274,10902238.642922,22146.881331,22172.483796,22146.881331,22203.806205
srasearch-chameleon-40a-003-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,4,9945218.432664,10427913.680777,9945218.432664,11182741.632505,11093.191033,11138.454282,11093.191033,11313.115464
srasearch-chameleon-40a-003-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,8,9715366.775001,10787825.381393,9715366.775001,11460924.352829,5571.992195,5582.657734,5571.992195,5609.743546
srasearch-chameleon-40a-003-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-40a-003,16,10220792.372969,11036764.473648,10220792.372969,11359293.446373,2849.395493,2914.203794,2849.395493,3015.310291
srasearch-chameleon-50a-003-hosts-2-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,2,15050774.006364,16001489.514448,15050774.006364,16857832.208967,33868.617350,33892.978525,33868.617350,33912.074284
srasearch-chameleon-50a-003-hosts-4-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,4,15879030.241808,16525195.836346,15879030.241808,17407722.173322,16969.002394,16993.869444,16969.002394,17031.127792
srasearch-chameleon-50a-003-hosts-8-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,8,15908944.737819,16877752.635854,15908944.737819,17639511.319738,8494.637731,8542.539053,8494.637731,8602.874924
srasearch-chameleon-50a-003-hosts-16-multi-energy-mono,multi-energy-mono,srasearch-chameleon-50a-003,16,15340479.362879,16679246.344881,15340479.362879,17484340.879624,4288.033057,4483.021560,4288.033057,4653.317944
1000genome-chameleon-2ch-250k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-2ch-250k-001,2,1264963.370443,1316125.403262,1264963.370443,1369202.806559,2702.823587,2703.714061,2702.823587,2705.400173
1000genome-chameleon-2ch-250k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-2ch-250k-001,4,1351831.792528,1381942.650183,1351831.792528,1420758.939733,1365.654279,1377.564187,1365.654279,1387.565532
1000genome-chameleon-2ch-250k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-2ch-250k-001,8,1359956.353457,1409723.599775,1359956.353457,1463838.386069,736.169474,767.642149,736.169474,797.982229
1000genome-chameleon-2ch-250k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-2ch-250k-001,16,1371236.804309,1513515.647956,1371236.804309,1570957.636404,436.020060,458.367474,436.020060,476.563141
1000genome-chameleon-4ch-250k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-4ch-250k-001,2,3567953.473934,3725388.483779,3567953.473934,3790536.860874,7159.354760,7162.743962,7159.354760,7169.975465
1000genome-chameleon-4ch-250k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-4ch-250k-001,4,3492241.146385,3697625.380577,3492241.146385,3853175.480314,3617.470577,3630.105773,3617.470577,3640.842834
1000genome-chameleon-4ch-250k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-4ch-250k-001,8,3586476.451002,3749102.241047,3586476.451002,3854924.886703,1868.893295,1886.512611,1868.893295,1915.363415
1000genome-chameleon-4ch-250k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-4ch-250k-001,16,3773476.862172,3922120.506457,3773476.862172,4000225.271928,985.035510,1037.335262,985.035510,1061.453836
1000genome-chameleon-12ch-250k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-12ch-250k-001,2,9078400.721247,9263438.019064,9078400.721247,9444848.914604,17105.846536,17110.631673,17105.846536,17114.594048
1000genome-chameleon-12ch-250k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-12ch-250k-001,4,9118344.782355,9236358.713699,9118344.782355,9287000.097393,8573.566559,8587.054306,8573.566559,8603.369245
1000genome-chameleon-12ch-250k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-12ch-250k-001,8,9057840.894954,9265900.902482,9057840.894954,9477061.758454,4327.990486,4344.121050,4327.990486,4357.641918
1000genome-chameleon-12ch-250k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-12ch-250k-001,16,9178568.395989,9419060.217235,9178568.395989,9572893.872670,2216.258904,2238.405443,2216.258904,2250.086275
1000genome-chameleon-18ch-250k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-18ch-250k-001,2,14058939.515692,14194476.660843,14058939.515692,14356467.316941,25935.788256,25940.210784,25935.788256,25945.397936
1000genome-chameleon-18ch-250k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-18ch-250k-001,4,14085736.767033,14232689.008197,14085736.767033,14359144.281306,12982.814656,12996.845140,12982.814656,13015.053835
1000genome-chameleon-18ch-250k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-18ch-250k-001,8,13942699.225210,14198343.705974,13942699.225210,14479523.269240,6535.080169,6543.957417,6535.080169,6552.025148
1000genome-chameleon-18ch-250k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,1000genome-chameleon-18ch-250k-001,16,14182856.682641,14349943.322673,14182856.682641,14491174.282780,3323.244641,3338.224219,3323.244641,3354.272786
cycles-chameleon-1l-1c-9p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-1l-1c-9p-001,2,222124.975281,233021.492219,222124.975281,246322.440980,502.683824,502.725311,502.683824,503.001212
cycles-chameleon-1l-1c-9p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-1l-1c-9p-001,4,240396.856703,251839.614274,240396.856703,263517.181126,265.253509,273.794848,265.253509,290.425760
cycles-chameleon-1l-1c-9p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-1l-1c-9p-001,8,280297.981749,293979.082181,280297.981749,306832.173048,196.380651,198.489228,196.380651,201.875842
cycles-chameleon-1l-1c-9p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-1l-1c-9p-001,16,359814.992972,371602.776131,359814.992972,381809.494855,168.363506,170.973025,168.363506,174.715768
cycles-chameleon-2l-1c-9p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-9p-001,2,1020328.376170,1064124.412532,1020328.376170,1082835.133393,2135.321517,2136.563611,2135.321517,2140.666065
cycles-chameleon-2l-1c-9p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-9p-001,4,1038181.794820,1096197.302929,1038181.794820,1142530.661532,1069.629594,1071.481307,1069.629594,1073.946698
cycles-chameleon-2l-1c-9p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-9p-001,8,1068107.964327,1133513.328765,1068107.964327,1161840.431947,547.388524,553.023583,547.388524,563.313317
cycles-chameleon-2l-1c-9p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-9p-001,16,1201458.808931,1228837.067148,1201458.808931,1261321.802287,316.032767,331.653942,316.032767,342.657367
cycles-chameleon-2l-1c-12p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-12p-001,2,2530849.897829,2577799.171357,2530849.897829,2613227.690649,4838.979217,4842.853613,4838.979217,4858.279069
cycles-chameleon-2l-1c-12p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-12p-001,4,2529469.043400,2619038.097861,2529469.043400,2656644.001990,2502.851404,2517.800001,2502.851404,2527.495747
cycles-chameleon-2l-1c-12p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-12p-001,8,2612154.429530,2641612.476332,2612154.429530,2685490.290916,1338.799184,1349.895876,1338.799184,1358.721488
cycles-chameleon-2l-1c-12p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-2l-1c-12p-001,16,2704867.790639,2762557.224747,2704867.790639,2838945.771877,705.893842,765.573679,705.893842,776.839147
cycles-chameleon-5l-1c-12p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-5l-1c-12p-001,2,4873452.089729,4952363.035611,4873452.089729,5021594.520882,9311.671383,9336.552084,9311.671383,9369.279414
cycles-chameleon-5l-1c-12p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-5l-1c-12p-001,4,4794670.235792,5000929.763099,4794670.235792,5076871.641780,4808.380418,4821.691106,4808.380418,4828.340137
cycles-chameleon-5l-1c-12p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-5l-1c-12p-001,8,5048942.629042,5132229.054566,5048942.629042,5202587.675747,2552.156357,2565.854695,2552.156357,2578.944728
cycles-chameleon-5l-1c-12p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,cycles-chameleon-5l-1c-12p-001,16,5218384.864355,5317912.961579,5218384.864355,5365317.732206,1436.491179,1449.323155,1436.491179,1459.038285
epigenomics-chameleon-hep-1seq-100k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-1seq-100k-001,2,104833.128949,127139.537771,104833.128949,143170.690639,333.918108,334.163906,333.918108,334.413799
epigenomics-chameleon-hep-1seq-100k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-1seq-100k-001,4,130636.873757,138154.317468,130636.873757,150868.086704,199.653029,200.936766,199.653029,204.103407
epigenomics-chameleon-hep-1seq-100k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-1seq-100k-001,8,132118.867749,150650.323806,132118.867749,166479.038964,130.299394,130.556944,130.299394,131.046408
epigenomics-chameleon-hep-1seq-100k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-1seq-100k-001,16,183319.632004,197754.737508,183319.632004,210954.101324,105.702907,105.716797,105.702907,105.782459
epigenomics-chameleon-hep-6seq-100k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-6seq-100k-001,2,3854631.924595,4055127.952363,3854631.924595,4154566.206312,7746.848272,7748.645002,7746.848272,7750.296386
epigenomics-chameleon-hep-6seq-100k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-6seq-100k-001,4,3895588.698560,4063164.305538,3895588.698560,4185564.562333,3914.177022,3924.894916,3914.177022,3931.375291
epigenomics-chameleon-hep-6seq-100k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-6seq-100k-001,8,4080457.166448,4141545.903195,4080457.166448,4240794.008599,2019.570304,2031.436655,2019.570304,2043.365771
epigenomics-chameleon-hep-6seq-100k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-hep-6seq-100k-001,16,4199578.329896,4285826.619898,4199578.329896,4389148.718319,1073.876186,1087.574550,1073.876186,1105.161199
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-1seq-100k-001,2,683787.050656,730448.415923,683787.050656,773177.408993,1526.462675,1527.225542,1526.462675,1529.175788
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-1seq-100k-001,4,697469.282992,740261.470976,697469.282992,775772.160111,789.727318,792.861643,789.727318,794.494020
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-1seq-100k-001,8,764589.691639,786632.340873,764589.691639,803071.768806,425.777220,429.357875,425.777220,432.367120
epigenomics-chameleon-ilmn-1seq-100k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-1seq-100k-001,16,775097.083029,822406.570509,775097.083029,868845.869091,253.374842,257.933703,253.374842,260.942806
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-2-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-6seq-100k-001,2,3650482.082843,3688249.139575,3650482.082843,3727333.939997,6850.355884,6853.652395,6850.355884,6858.455768
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-4-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-6seq-100k-001,4,3657199.902319,3704986.198294,3657199.902319,3760846.077594,3491.259174,3500.751764,3491.259174,3507.523847
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-8-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-6seq-100k-001,8,3654528.375299,3723863.553973,3654528.375299,3773701.600608,1820.474404,1824.889320,1820.474404,1827.861915
epigenomics-chameleon-ilmn-6seq-100k-001-hosts-16-multi-makespan-mono,multi-makespan-mono,epigenomics-chameleon-ilmn-6seq-100k-001,16,3760257.154377,3805274.899946,3760257.154377,3881859.592114,990.039742,993.511818,990.039742,996.966587
montage-chameleon-2mass-01d-001-hosts-2-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-01d-001,2,86863.968881,95183.680792,86863.968881,101729.579652,214.405111,214.632707,214.405111,214.954077
montage-chameleon-2mass-01d-001-hosts-4-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-01d-001,4,87973.637145,99724.558669,87973.637145,110041.018866,115.036430,115.760928,115.036430,116.868576
montage-chameleon-2mass-01d-001-hosts-8-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-01d-001,8,99858.938952,105760.625721,99858.938952,113415.273281,67.337724,67.838411,67.337724,68.547896
montage-chameleon-2mass-01d-001-hosts-16-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-01d-001,16,108366.167771,113307.446029,108366.167771,118061.041084,36.620388,36.819057,36.620388,37.038168
montage-chameleon-2mass-005d-001-hosts-2-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-005d-001,2,48076.057019,54194.006062,48076.057019,61322.372578,130.402026,130.506692,130.402026,130.754829
montage-chameleon-2mass-005d-001-hosts-4-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-005d-001,4,46575.614909,54387.633750,46575.614909,59442.671183,70.684159,71.670679,70.684159,72.618740
montage-chameleon-2mass-005d-001-hosts-8-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-005d-001,8,50994.091629,59723.001669,50994.091629,63216.537284,38.006783,38.463672,38.006783,39.160026
montage-chameleon-2mass-005d-001-hosts-16-multi-makespan-mono,multi-makespan-mono,montage-chameleon-2mass-005d-001,16,56700.860234,62538.183738,56700.860234,69773.119450,26.215646,27.035434,26.215646,27.901244
montage-chameleon-dss-10d-001-hosts-2-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-10d-001,2,9858876.428062,10650059.187178,9858876.428062,11166758.898724,21778.748642,21802.995746,21778.748642,21904.287511
montage-chameleon-dss-10d-001-hosts-4-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-10d-001,4,10738349.800056,11141138.624464,10738349.800056,11609899.159214,10934.725211,10943.602137,10934.725211,10961.099972
montage-chameleon-dss-10d-001-hosts-8-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-10d-001,8,10864687.283075,11420923.263555,10864687.283075,11803967.182358,5501.529672,5518.571439,5501.529672,5548.929180
montage-chameleon-dss-10d-001-hosts-16-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-10d-001,16,11282133.303475,11909215.017503,11282133.303475,12329208.186404,2993.205902,3063.137262,2993.205902,3130.664389
montage-chameleon-dss-125d-001-hosts-2-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-125d-001,2,10897319.232573,11212000.170836,10897319.232573,11692380.320214,21921.000624,21951.021153,21921.000624,22006.982401
montage-chameleon-dss-125d-001-hosts-4-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-125d-001,4,10815448.202470,11311146.573592,10815448.202470,11864680.041034,11045.980159,11062.724737,11045.980159,11078.064729
montage-chameleon-dss-125d-001-hosts-8-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-125d-001,8,11728615.228340,12137144.983461,11728615.228340,12504122.336163,5578.283719,5591.019589,5578.283719,5616.423731
montage-chameleon-dss-125d-001-hosts-16-multi-makespan-mono,multi-makespan-mono,montage-chameleon-dss-125d-001,16,11793274.875452,12251447.159745,11793274.875452,12502143.716798,2867.181131,2942.724928,2867.181131,2983.013500
seismology-chameleon-100p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-100p-001,2,19375.681724,20270.991120,19375.681724,21207.767252,41.891260,41.894306,41.891260,41.899829
seismology-chameleon-100p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-100p-001,4,19660.822706,20921.911819,19660.822706,21538.160806,21.018360,21.056755,21.018360,21.104741
seismology-chameleon-100p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-100p-001,8,19459.218820,21133.222559,19459.218820,22017.391802,10.625849,10.679286,10.625849,10.743793
seismology-chameleon-100p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-100p-001,16,21401.448625,21605.699172,21401.448625,21879.111653,5.504725,5.584912,5.504725,5.650807
seismology-chameleon-500p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-500p-001,2,86663.769006,88841.791071,86663.769006,91365.955460,167.808794,167.814755,167.808794,167.829678
seismology-chameleon-500p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-500p-001,4,87182.123242,89355.712591,87182.123242,91223.176192,84.054197,84.098939,84.054197,84.147722
seismology-chameleon-500p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-500p-001,8,88469.658439,90456.859885,88469.658439,92618.402421,42.267297,42.333029,42.267297,42.432652
seismology-chameleon-500p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-500p-001,16,90588.454310,91749.066890,90588.454310,92715.770868,21.425341,21.539341,21.425341,21.634465
seismology-chameleon-700p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-700p-001,2,111842.791746,113923.000038,111842.791746,115746.090950,210.649984,210.653303,210.649984,210.656323
seismology-chameleon-700p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-700p-001,4,112774.420462,114416.220646,112774.420462,115454.390118,105.493232,105.537571,105.493232,105.572804
seismology-chameleon-700p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-700p-001,8,112546.861332,114654.148500,112546.861332,115580.532759,52.981789,53.060233,52.981789,53.134789
seismology-chameleon-700p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-700p-001,16,112385.102494,115148.236221,112385.102494,117215.517234,26.848235,26.930905,26.848235,27.040345
seismology-chameleon-1000p-001-hosts-2-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-1000p-001,2,169975.046840,171660.708416,169975.046840,172978.020799,313.610851,313.615983,313.610851,313.629862
seismology-chameleon-1000p-001-hosts-4-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-1000p-001,4,170048.874934,172699.146126,170048.874934,174913.471058,157.022537,157.072307,157.022537,157.149278
seismology-chameleon-1000p-001-hosts-8-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-1000p-001,8,170253.441670,172024.017139,170253.441670,173488.553030,78.803830,78.888397,78.803830,79.013229
seismology-chameleon-1000p-001-hosts-16-multi-makespan-mono,multi-makespan-mono,seismology-chameleon-1000p-001,16,171097.856629,173287.679105,171097.856629,174836.331116,39.803816,39.922788,39.803816,40.062663
